author,authorname,gender,affs,argitalpenak,year
https://wikibase.inguma.eus/entity/Q5130,Nere Amaia Laskurain Aiastui,female,Euskal Herriko Unibertsitatea,Urkidi-pagadi baten dinamika: Quercus-en dendrokronologia,2008
https://wikibase.inguma.eus/entity/Q5131,Mikel San Sebastian Gonzalez de Langarika,male,Udako Euskal Unibertsitatea,Biodibertsitatearen jarraipena insignis pinuko (Pinus radiata) landaketan,2008
https://wikibase.inguma.eus/entity/Q5046,Javier Ruiz Martinez,male,Osakidetza,"Parkinson gaixotasunaren biomarkatzaile klinikoen paperaren azterketa, ikuspegi epidemiologiko batetik Mutazioak progranulina genean: eragiten duten klinika, patologia eta RNA mailako adierazpena",2008
https://wikibase.inguma.eus/entity/Q7316,Gabriel Villota Toyos,male,Euskal Herriko Unibertsitatea,Dantzan ari den gorputzaren egia (filmatuaren) bila: (lau begirada lau dantza-filmetan),2008
https://wikibase.inguma.eus/entity/Q4908,Eduardo Malles Fernández,male,Euskal Herriko Unibertsitatea,Gizarte Zerbitzuen kudeaketarako adierazleen-sistema alderagarria nola ezarri Ekonomia sozial eta solidarioko erakundeen kudeaketa krisi garaian: oreka ekonomiko-finantzario eta soziala ahalbideratzeko lanabesak,2008
https://wikibase.inguma.eus/entity/Q4925,Irati Susperregi Enparantza,female,Euskal Herriko Unibertsitatea,Euskal herriko etxegintza: analisi alderatua,2008
https://wikibase.inguma.eus/entity/Q4989,Larraitz Altuna Gabilondo,female,Euskal Herriko Unibertsitatea,Arrasateko kooperatiba esperientzia: sintesi orokorra Aire zabaleko Haur Hezkuntza balioztatzen: Eztabaidarako gakoak,2008
https://wikibase.inguma.eus/entity/Q8184,Javier Portillo Berasaluze,male,Euskal Herriko Unibertsitatea,Internet berria eta ni,2008
https://wikibase.inguma.eus/entity/Q3942,Iñigo Astiz Martinez,male,Enpresa Pribatua,"Ez duzu abusatuko. Pederastia kasuak Euskal Herriko elizan Kulturgintza norabidearen atakan. Durangoko Azokako Gogoetaren plazan igarritako kultur estrategia bateratu baten premiaz eta ikusgarritasunaren erronkaz Euskal kultura 2015 Mugimendu bakezalea eta euromisilak Euskal Kultura 2014 Anjel Lertxundi, historiatren kronometroan",2008
https://wikibase.inguma.eus/entity/Q4907,Helio Robleda Cabezas,male,Nafarroako Unibertsitate Publikoa,Gizarte Zerbitzuen kudeaketarako adierazleen-sistema alderagarria nola ezarri,2008
https://wikibase.inguma.eus/entity/Q5140,Aurora Alonso Anton,female,Euskal Herriko Unibertsitatea,Lan-jarduera eta umeen zaintzaren bateratzea Espainian,2008
https://wikibase.inguma.eus/entity/Q5479,Ainhoa Ulibarri Otxoa,female,Euskal Herriko Unibertsitatea,Erizainek eguneroko praktikan jarraitzen al dituzte neurri unibertsalak? Erizaintzako lehenengo mailako ikasleen gogoetak,2008
https://wikibase.inguma.eus/entity/Q5480,Idoia Aranburu Txintxurreta,female,Euskal Herriko Unibertsitatea,Erizainek eguneroko praktikan jarraitzen al dituzte neurri unibertsalak? Erizaintzako lehenengo mailako ikasleen gogoetak,2008
https://wikibase.inguma.eus/entity/Q5305,Naroa Zubillaga Gomez,female,Euskal Herriko Unibertsitatea,"Euskal komiki-liburuak. Goranzko joera baten azterketa Alemaniatik euskaratutako haur- eta gazte-literatura. Tesiaren ideia nagusiak Alemanetik euskaratutako haur eta gazte literatura: zuzeneko nahiz zeharkako itzulpenen azterketa corpus baten bidez Alemanetik euskaratutako haur eta gazte literatura edo amaigabeko istorioa Lehen esperientzia literatur itzulpenean: Franz Kafka Txanponaren bi aldeak: frantsesetik euskaratutako HGLa mugaren bi aldeetan ""Die internationale Rezeption der Literaturen Spaniens. Beitrge zur Kulturtransferforschung"". Ute Barbara Schilly (ed.), Frank&Timme argitaletxea, Berlin, 2021 Tonua aztergai: isekak alemanetik euskaratutako haur- eta gazte-literaturan",2008
https://wikibase.inguma.eus/entity/Q5307,Maria Perez Lopez de Heredia,female,Euskal Herriko Unibertsitatea,Espainia frankistako itzulpena eta zentsura ideologia- eta kultura- berridazketa gisa,2008
https://wikibase.inguma.eus/entity/Q5393,Lide Aristegi Urkia,female,Euskal Herriko Unibertsitatea,"Egur hila, erreka bizia Bi hitz sarituekin",2008
https://wikibase.inguma.eus/entity/Q5400,Aizpea Zubia Olaskoaga,female,Euskal Herriko Unibertsitatea,"Aizpea Zubia: ""Naturako molekulak imitatzen ditugu, baina ahalik eta molekula txikienekin""",2008
https://wikibase.inguma.eus/entity/Q5402,Alaitz Otxoa de Eribe Agirre,female,Elhuyar Kultur Elkartea,"Unibertsoaren iluntasunak argitzen Sexu biko arrainak Urdaibain Basoen estresa neurtzen Tartalo robota, ate-joka",2008
https://wikibase.inguma.eus/entity/Q5406,Enara Garro Carrera,female,Euskal Herriko Unibertsitatea,"Adingabeen zuzenbide penala David Garland-en Kontrolaren kultura: delitua eta ordena soziala gaur egungo gizartean Winfried Hassemer-en ""Ondasun Juridikoaren teoria pertsonal baten ezaugarri nagusiak"" Narcituus-a banaketa eta dibortzio hitzarmen araumaileen objektu gisa: aspaldiko joera Gnther Jakobs-en penal klasikoen defentsa Giza Eskubideei buruzko Nazioarteko III. Biltzarraren gaineko gogoetak Gaur egungo politika kriminalaren egoera eta norabidea: aro berri baten atarian?",2008
https://wikibase.inguma.eus/entity/Q5408,Maite Barruetabeña Zenekorta,female,Euskal Herriko Unibertsitatea,Partekatutako zaintzea: lehentasunezko irizpide egokia? Norbera oinordetza antolatzeko ahalmenen ordezkaritza Euskal Herriko Zuzenbide Zibilean,2008
https://wikibase.inguma.eus/entity/Q5476,Ane Reina Valdemoros,female,Euskal Herriko Unibertsitatea,Erizainek eguneroko praktikan jarraitzen al dituzte neurri unibertsalak? Erizaintzako lehenengo mailako ikasleen gogoetak,2008
https://wikibase.inguma.eus/entity/Q5477,Marta Martinez del Pino,female,Euskal Herriko Unibertsitatea,Erizainek eguneroko praktikan jarraitzen al dituzte neurri unibertsalak? Erizaintzako lehenengo mailako ikasleen gogoetak,2008
https://wikibase.inguma.eus/entity/Q5478,Maialen Aranzeta Aranzabal,female,Euskal Herriko Unibertsitatea,Erizainek eguneroko praktikan jarraitzen al dituzte neurri unibertsalak? Erizaintzako lehenengo mailako ikasleen gogoetak,2008
https://wikibase.inguma.eus/entity/Q5467,Xabier Artaetxebarria Artieda,male,Nafarroako unibertsitatea CIMA,"Zergatik gara onak? Bakarrik al gaude? Arnas aparatuko gaixotasunak ikertzeko irudi-teknika berriak Bizia pizteko tximista Xixareak, dortoka erraldoiak eta hidra hilezkorra Irabazleak aurrez aurre Ordenagailu bidezko diagnosia: ordenagailuak mediku? Bi hitz sarituekin",2008
https://wikibase.inguma.eus/entity/Q5472,Joseba Perez de Arriba Diaz de Argandoña,male,Udako Euskal Unibertsitatea,Gaixotasun infekziosoen kostu ospitalarioa eta bere populazio-kasuistika Euskal Autonomia Erkidegoan 2007. urtean,2008
https://wikibase.inguma.eus/entity/Q5394,Aitor Urbieta Artetxe,male,Ikerlan,Etxetresnek gustukoago dute jazza jotzea sinfonia jotzea baino Bi hitz sarituekin,2008
https://wikibase.inguma.eus/entity/Q5398,Leire Paz Leiza,female,Aranzadi,Dortokak? Hemen? Anfibioen gaixotasun berriak,2008
https://wikibase.inguma.eus/entity/Q5475,Karmele Naberan Olaeta,female,Osakidetza,"Staphylococcus aureus meticilin erresistentea, etsaia da?",2008
https://wikibase.inguma.eus/entity/Q5503,Domingo Grande Icaran,male,Euskal Herriko Unibertsitatea,Abszesuen drainatzea ekografia gidaren bidez,2008
https://wikibase.inguma.eus/entity/Q5564,Jose Ramon Rueda Martinez de Santos,male,Euskal Herriko Unibertsitatea,Sexu-transmisioko infekzioak Euskadin,2008
https://wikibase.inguma.eus/entity/Q5569,Iñaki Arriaga Lariz,male,Euskal Herriko Unibertsitatea,"Pneumonian, zer dago berri?",2008
https://wikibase.inguma.eus/entity/Q5570,Maria Dolores Guillen Loren,female,Euskal Herriko Unibertsitatea,Bakailao-gibel olio fresko eta oxidatuaren urdail-hesteetako in vitro digestioa: BSA eta BHTren propietate antioxidatzaileen eta azken honetatik eratorritako metabolitoen azterketa E bitaminaren gehikuntza urdail-hesteetako in vitro digestioan: efektu antioxidatzailea edo prooxidatzailea? Janari lasterra neuronen etsai,2008
https://wikibase.inguma.eus/entity/Q5571,Encarnacion Goikoetxea Oses,female,Euskal Herriko Unibertsitatea,Bakailao-gibel olio fresko eta oxidatuaren urdail-hesteetako in vitro digestioa: BSA eta BHTren propietate antioxidatzaileen eta azken honetatik eratorritako metabolitoen azterketa E bitaminaren gehikuntza urdail-hesteetako in vitro digestioan: efektu antioxidatzailea edo prooxidatzailea? Sukaldaritza-teknologia: sukaldaritza-prozesuen oinarri zientifikoak Janari lasterra neuronen etsai,2008
https://wikibase.inguma.eus/entity/Q5572,Jesus Pascual Brazo,male,Euskal Herriko Unibertsitatea,Janari lasterra neuronen etsai,2008
https://wikibase.inguma.eus/entity/Q5573,Juan Manuel Rodriguez,male,Euskal Herriko Unibertsitatea,Janari lasterra neuronen etsai,2008
https://wikibase.inguma.eus/entity/Q5574,Iñigo Arredondo Lopez de Gereñu,male,Euskal Herriko Unibertsitatea,Kojinete magnetikoak: marruskadurarik gabeko teknologia Kontrol banandu aurreratuan oinarritutako HAIRL emisometroaren automatizazioa,2008
https://wikibase.inguma.eus/entity/Q5602,Iraitz Urkulo Rodriguez,male,Euskal Herriko Unibertsitatea,"Euskal narratiba XXI. mendean: emakumeak idazle Aulki-jokoa, Uxue Alberdik zahartzaroko xarma erakutsi zigunekoa Postmodernitatea euskal narratiban: subjektuaren krisiaz Postmodernitatea, gaurko mundurako filosofia berria Bilbo euskal literaturan: hiri bat, ikuspegi anitz",2008
https://wikibase.inguma.eus/entity/Q5605,Enara Laka,female,Euskal Herriko Unibertsitatea,Bermeoko gazteen euskararen aditz morfologiaz,2008
https://wikibase.inguma.eus/entity/Q5625,Eunate Irazabal Olarreta,female,Euskal Herriko Unibertsitatea,Emakumea eta euskal irakaskuntza,2008
https://wikibase.inguma.eus/entity/Q5629,Josetxo Aizpurua Etxebarria,male,Euskal Herriko Unibertsitatea,Bolognako prozesuaren indargune eta ahulguneak. Iritzi bilketa,2008
https://wikibase.inguma.eus/entity/Q9249,Jon Leonardo Aurtenetxe,male,Deustuko Unibertsitatea,Zaintza informala Euskal Autonomia Erkidegoan: zaintzaileen premiak,2008
https://wikibase.inguma.eus/entity/Q3712,Izaro Arroita Azkarate,female,Euskal Herriko Unibertsitatea,"Ama itzultzailea memorien transmisio-bideetan: ""Martutene"" eleberriaren irakurketa bat ""100 metro""ren azterketa memoria ikasketen ikuspegitik Oroimenaren lekuak eta lekukoak: Gerra Zibilaren errepresentazio artistikoak vs. kontaera historikopolitikoa Ramon Saizarbitoriaren nobelagintza memoria ikasketen ikuspegitik Mugimendu bakezalea eta euromisilak",2008
https://wikibase.inguma.eus/entity/Q5796,Leire Darretxe Urrutxi,female,Euskal Herriko Unibertsitatea,Adimen urritasuna eta autismoa haur hezkuntzako gelan: aniztasunetik aberastasunera Hezkuntza inklusiboa eta aniztasunari arreta Haur eta lehen hezkuntzako eguneroko praktika didaktikoaren oinarriak Hezkuntza bereziaren oinarri pedagogikoak Konstruktibismoa eta hezkuntza,2008
https://wikibase.inguma.eus/entity/Q5516,Zohartze Larizgoitia Elejalde,female,Osakidetza,Zainen bidezko antibioterapia etxean,2008
https://wikibase.inguma.eus/entity/Q5523,Ainhoa Zabaleta Rueda,female,Osakidetza,A taldeko estreptokoko betahemolitikoa (SBA) eta barizela. 3 kasu aste berean Genero-indarkeriaren eragina haurrengan eta nerabeengan Zergatik sustatu behar da pediatriako egoiliarren irakaskuntza Le-hen Mailako Arretan?,2008
https://wikibase.inguma.eus/entity/Q5524,Ana Butron Vega,female,Osakidetza,Parotiditisaren agerraldia Euskal Herrian,2008
https://wikibase.inguma.eus/entity/Q5548,Edurne Bikuña Ugarte,female,Osakidetza,"Tuberkulosiaren intzidentzia eta desparekotasun soziala Gipuzkoan, 2010-2017 denboraldian Tuberkulosiaren azken datuak Gipuzkoan eta Debagoienean",2008
https://wikibase.inguma.eus/entity/Q5651,Imanol Azkue Ibarbia,male,Elhuyar Kultur Elkartea,"Lurralde-antolamendua eta bizitza Euskara gara Zumaian? Euskara Zumaian: 1966-2016 eta gaur egun Bidean: gure eskarmentua eremu sozioekonomikoan Orekatzen, laneko euskaraz aritzeko baliabide lagungarriak eta jarrerak",2008
https://wikibase.inguma.eus/entity/Q5694,Blanca Gamboa Uribarren,female,Euskal Herriko Unibertsitatea,Zuzenbide erromatarreko praktikak,2008
https://wikibase.inguma.eus/entity/Q5695,Patxi Alkorta Egiguren,male,Euskal Herriko Unibertsitatea,Industria informatikako oinarriak,2008
https://wikibase.inguma.eus/entity/Q5703,Itziar Hoyos Cillero,female,Euskal Herriko Unibertsitatea,"Antropometria teknika Unibertsitateko ikasleen ariketa fisiko ohiturak, egoera fisikoa eta osasuna Multimedia jarduera sedentarioak eta Dieta Mediterraneoarekiko atxikiduraren arteko erlazioa Bilbo Handiko haur eta nerabeetan Haur Astinduaren Sindromearen inguruko hausnarketa eta Erizaintzaren esku hartzea Bilbo Handiko haur eta nerabeen perfil obesogenikoa, elikadura-ohiturak eta dieta mediterraneoa- rekiko atxikidura",2008
https://wikibase.inguma.eus/entity/Q5736,Pilar Gil Molina,female,Euskal Herriko Unibertsitatea,Hezkuntzaren psikologiarako praktiken eskuliburua: kasuak lantzen Hezkuntzaren Psikologia: teoria eta praktika Hezkuntzaren psikologiari buruzko hainbat galdera,2008
https://wikibase.inguma.eus/entity/Q5771,Roberto Cortiñas Rodriguez,male,Euskal Herriko Unibertsitatea,Linux: sistemaren eta sarearen administrazioa. Debian eta Ubuntu (2. argitalpena),2008
https://wikibase.inguma.eus/entity/Q11328,Ander Delgado Cendagortagalarza,male,Euskal Herriko Unibertsitatea,"Rafael Picavea, 1867-1946: euskal historiaren pertsonaia ahaztua",2008
https://wikibase.inguma.eus/entity/Q5636,Asier Lauzurika Arrondo,male,Mondragon Unibertsitatea,"Ekinez nor izateko, Euskal Curriculuma Bolognako prozesuaren indargune eta ahulguneak. Iritzi bilketa",2008
https://wikibase.inguma.eus/entity/Q5670,Josune Iribar Sorazu,female,Osakidetza,Antibiotikoen erabilera Euskal Autonomi Erkidegoan (EAE) 2000-2007 bitartean Komunitateko farmazialarien eta lehen mailako arretako profesionalen arteko komunikazio-sistema. Proiektu txiki bat izatetik erkidegoko osasun-sistemara salto egiteko prest dagoen erreminta,2008
https://wikibase.inguma.eus/entity/Q5671,Marta Beobide Aldape,female,Osakidetza,Ohiko infekzioetarako antibiotikoen indikazioak,2008
https://wikibase.inguma.eus/entity/Q5813,Maite Gerenabarrena Urriolabeitia,female,Administrazio Publikoa,EAEn 4. DBHko ikasleen euskara erabileran eragiten duten faktoreak Antxinako Berriz. Bizimodua eta ohiturak,2008
https://wikibase.inguma.eus/entity/Q5834,Naroa Aldanondo Aristizabal,female,AZTI-Tecnalia,"Otolitoa, antxoaren bizitzako mapa Antxoaren gorabeherak ulertu nahian",2008
https://wikibase.inguma.eus/entity/Q5965,Ziortza Polin Lopez,female,Administrazio Publikoa,Zientzia eta teknologiaren corpusa: diseinua eta metodologia,2008
https://wikibase.inguma.eus/entity/Q11722,Usue Beloki Marañon,female,Deustuko Unibertsitatea,Zaintza informala Euskal Autonomia Erkidegoan: zaintzaileen premiak,2008
https://wikibase.inguma.eus/entity/Q8511,Juan Cruz Olaskoaga Sarasola,male,Euskal Herriko Unibertsitatea,Euskal enpresen egoitza eta erabaki zentroen lekualdatzeak,2008
https://wikibase.inguma.eus/entity/Q12000,Jose Luis Ayastuy Arizti,male,Euskal Herriko Unibertsitatea,Hondakin plastikoen egungo egoera eta kudeaketa: polietilenterflatatoaren birziklapen aukerak Erreaktore kimikoak I. Erreaktore kimiko homogeneoen diseinua Ingeniaritza kimikoaren oinarriak Hidrogeno energia-bektorea II. Gordetzea eta energia-lorpena Hidrogeno energia-bektorea. I. Iturriak eta ekoizpena Bero transmisioa Erreaktore kimikoak II. Erreaktore kimiko homogeneo jarraituen optimizazioa Animalia jatorridun hondakinen balio-ematea: aktibazio-estrategiak eta erabilgarritasuna hainbat industria-prozesutan,2008
https://wikibase.inguma.eus/entity/Q9995,Asuncion Illarramendi Leturia,female,Euskal Herriko Unibertsitatea,Polimerozko zuntz optiko dopatuen erabilera laser eta anplifikagailu gisa Laser sintonizagarriak: Titanio:zafiro laserraren sintonizazioa kristalaren beraren birrefringentziaz baliatuz,2008
https://wikibase.inguma.eus/entity/Q4674,Maite Aurrekoetxea Casaus,female,Deustuko Unibertsitatea,Zaintza informala Euskal Autonomia Erkidegoan: zaintzaileen premiak,2008
https://wikibase.inguma.eus/entity/Q12203,Idoia Arrieta Elizalde,female,Udako Euskal Unibertsitatea,"Hic Hegel, hic saltus",2008
https://wikibase.inguma.eus/entity/Q9072,Ana Makazaga Lopez,female,Euskal Herriko Unibertsitatea,Hezkuntza lege berria: zer irakatsi gorputz hezkuntzan? Gorputz hezkuntza eta bere didaktika I,2008
https://wikibase.inguma.eus/entity/Q12174,Mª Jesus Arriola Arrizabalaga,male,Deustuko Unibertsitatea,Zaintza informala Euskal Autonomia Erkidegoan: zaintzaileen premiak,2008
https://wikibase.inguma.eus/entity/Q12349,Jaione Arieta-Araunabeña Alzaga,female,Euskal Herriko Unibertsitatea,"Ezkutuko transferentziak eta ekonomi ituna, Luxenburgoko auzitegiaren epaiari aipamena Zuzenbide erromatarreko praktikak",2008
https://wikibase.inguma.eus/entity/Q12421,Jose Miguel Aranburu Albizuri,male,Euskal Herriko Unibertsitatea,Bizkar-orno diszitisaren diagnostikoa ekoendoskopioarekin gidaturiko puntzioaren bidez,2008
https://wikibase.inguma.eus/entity/Q12828,Aitziber Aierbe Kanbra,female,Osakidetza,"ERLAUNTZA: Ongizatea auzoan profesionalen arteko konfiantzazko harremanen bitartez Doktore, zer emango zenidake katarro zatar honetarako?",2008
https://wikibase.inguma.eus/entity/Q1828,Izaskun Salegui Rivera,female,,Sasoikako langileak,2008
https://wikibase.inguma.eus/entity/Q3276,Dorleta Ugarte Usandizaga,female,,Eskola-kirola bidegurutzean,2008
https://wikibase.inguma.eus/entity/Q3281,Elena Laiz Sasiain,female,,Gelako esperientzia bat: errezetak. Nola egin genituen errezetak eta errezeta bilduma,2008
https://wikibase.inguma.eus/entity/Q3282,Xabier Ballarena Iturburua,male,,Euskal Herriko herri eskolak,2008
https://wikibase.inguma.eus/entity/Q3309,Manuel Benito Gomez,male,,Internet berria eta ni,2008
https://wikibase.inguma.eus/entity/Q3611,Juan Izuzkiza Tartas,male,,Paranoiaren hozberoa (Nintendorena),2008
https://wikibase.inguma.eus/entity/Q3708,Maddi Martinez Baluuerca,female,,Globalizazioaren aurkako mugimenduen bat-bateko sartzea,2008
https://wikibase.inguma.eus/entity/Q3709,Imanol Carrillo,male,,Globalizazioaren aurkako mugimenduen bat-bateko sartzea,2008
https://wikibase.inguma.eus/entity/Q3710,Naroa Cuesta Niso,female,,Globalizazioaren aurkako mugimenduen bat-bateko sartzea,2008
https://wikibase.inguma.eus/entity/Q3711,Naiara Manterola,female,,Mugimendu bakezalea eta euromisilak,2008
https://wikibase.inguma.eus/entity/Q4078,Mikel Pozo Flores,male,,Errusiar gizarte berria: aldaketa politiko eta ekonomikoen ondorio sozialak Sobietar Batasunaren osteko Errusian,2008
https://wikibase.inguma.eus/entity/Q4231,Itziar Ziga,female,,Putok zergatik ohiu egiten dugu?,2008
https://wikibase.inguma.eus/entity/Q4319,Mikel Barrios Vazquez,male,,Zenbait orientabide erregistroen trataeraz,2008
https://wikibase.inguma.eus/entity/Q4673,Elena Diaz de Corcuera,female,,Zaintza informala Euskal Autonomia Erkidegoan: zaintzaileen premiak,2008
https://wikibase.inguma.eus/entity/Q4806,Carmen Valois,female,,"Mendekotasunaren legea, aro berria ote?",2008
https://wikibase.inguma.eus/entity/Q4909,Martin Beramendi Brit,male,,2008-2011 kudeaketa aurrekontu berezia: administrazio orekatu bati esker lurraldearen garapenerako aurrekontu berezia,2008
https://wikibase.inguma.eus/entity/Q4910,Bittori Zabala Fernandez,female,,Gipuzkoako toki entitateen zorrari buruzko datu basea Finantza tutoretza Gipuzkoan: araudia eta aplikazio telematikoak,2008
https://wikibase.inguma.eus/entity/Q4985,Imanol Galfarsoro Madariaga,male,,"Subordinazioaren kontra (Post)marxismoa, kultura eta eragiletasuna: ibilbide historiko labur bat (zerrenda bibliografilo luze bat aurkezte aldera) Estatua europarra Euskal Herrian: herriaren antolaketa eta estatuaren beharrezkotasunaz",2008
https://wikibase.inguma.eus/entity/Q4995,Ignazio Arregi Zendoia,male,,"Berbak hariz josten Eta orain, zer? Jesusen Lagundia bide berriak urratzen? Euskararen helmuga, zein da?",2008
https://wikibase.inguma.eus/entity/Q5047,David Otaegi Bichot,male,,"Ba al dugu immnunitate-sistema ""hackeatzerik""? Mutazioak progranulina genean: eragiten duten klinika, patologia eta RNA mailako adierazpena",2008
https://wikibase.inguma.eus/entity/Q5049,Ana Gorostidi Pagola,female,,"Mutazioak progranulina genean: eragiten duten klinika, patologia eta RNA mailako adierazpena",2008
https://wikibase.inguma.eus/entity/Q5050,Ainhoa Alzualde Zuloaga,female,,"Mutazioak progranulina genean: eragiten duten klinika, patologia eta RNA mailako adierazpena",2008
https://wikibase.inguma.eus/entity/Q5051,Ramon Ruiz de Gauna Lopez de Heredia,male,,Zain-barneko burdina giltzurruneko gaixotasun kronikoan,2008
https://wikibase.inguma.eus/entity/Q5052,Julen Otxaran Corcuera,male,,Zain-barneko burdina giltzurruneko gaixotasun kronikoan,2008
https://wikibase.inguma.eus/entity/Q5053,Iñaki Minguela Pesquera,male,,Zain-barneko burdina giltzurruneko gaixotasun kronikoan,2008
https://wikibase.inguma.eus/entity/Q5054,Isabel Jimeno Martin,female,,Zain-barneko burdina giltzurruneko gaixotasun kronikoan,2008
https://wikibase.inguma.eus/entity/Q5055,Alejandro Chena Alejandro,male,,Zain-barneko burdina giltzurruneko gaixotasun kronikoan,2008
https://wikibase.inguma.eus/entity/Q5057,Concepcion Martinez de la Pera Urtaran,female,,Helduen altuera iragarpena: belaunerainoko altuera neurriak Anoak estimatzerakoan doitasun maila: elikagaien formek duten eragina Elikagaien anoen estimazioa hobetzeko programa: diseinu eta aplikazioa,2008
https://wikibase.inguma.eus/entity/Q5058,Naiara Garcia Bediaga,female,,Helduen altuera iragarpena: belaunerainoko altuera neurriak Anoak estimatzerakoan doitasun maila: elikagaien formek duten eragina Elikagaien anoen estimazioa hobetzeko programa: diseinu eta aplikazioa,2008
https://wikibase.inguma.eus/entity/Q5117,Nere Lujanbio Zugasti,female,,Oteiza,2008
https://wikibase.inguma.eus/entity/Q5118,Arantxa Agirreaurreta Etxezarreta,female,,Simone de Beauvoir,2008
https://wikibase.inguma.eus/entity/Q5129,Javier Herrera,male,,Urkidi-pagadi baten dinamika: Quercus-en dendrokronologia,2008
https://wikibase.inguma.eus/entity/Q5138,Oihane Mallagarai Revilla,female,,Lana eta familiaren arteko kontziliazoa EAEko sektoreko hitzarmenetan,2008
https://wikibase.inguma.eus/entity/Q5142,Xabier Etxabe Zulaika,male,,Orentzago eta Erregeak. Gabonetako festen transformazioa Zarautzen XX. mendean Libertitzeaz,2008
https://wikibase.inguma.eus/entity/Q5143,Unai Martiartu Tapiz,male,,Duguna,2008
https://wikibase.inguma.eus/entity/Q5145,Txaro Yaniz,female,,Problemak ebazten,2008
https://wikibase.inguma.eus/entity/Q5146,Jose Mari Juaristi,male,,Problemak ebazten,2008
https://wikibase.inguma.eus/entity/Q5147,Mari Jose Ibarrondo,female,,Problemak ebazten,2008
https://wikibase.inguma.eus/entity/Q5148,Arantzazu Gabiria,female,,Problemak ebazten,2008
https://wikibase.inguma.eus/entity/Q5149,Rosa Etxezarreta,female,,Problemak ebazten,2008
https://wikibase.inguma.eus/entity/Q5150,Belen Esnaola,female,,Problemak ebazten,2008
https://wikibase.inguma.eus/entity/Q5152,Mila Kortabarria Errasti,female,,Problemak ebazten,2008
https://wikibase.inguma.eus/entity/Q5153,Lydia Fernandez de Luco Otxoa de Amezaga,female,,Problemak ebazten,2008
https://wikibase.inguma.eus/entity/Q5210,Aitor Izagirre Madariaga,male,,"Teoria estetikoa eta ingurune naturala: hurbiltze bat Artea eta hizkuntza: analogia desegokia Everyday aesthetics Nature, Aesthetics, and Environmentalism. From Beauty to Duty",2008
https://wikibase.inguma.eus/entity/Q5223,Felix Mugurutza Montalban,male,,Aiarako toponimia nagusia Toponimia gizarteratzeko lanen garrantzia Toponimia gizarteratzeko bideak. Erabilera administrazioetan,2008
https://wikibase.inguma.eus/entity/Q5225,"Xabier Perez Mendizabal ""Euzkitze""",male,,Euskara batuaren ekarpenak eta erronkak. Iritzi bilketa Julene Urzelai Aramendi (1912-1983) Euskara (tra)batua,2008
https://wikibase.inguma.eus/entity/Q5306,Joxean Zapirain,male,,"Terminologia hizkuntza-kudeaketaren baitan IDITE, espezialitate-testuetan terminologia egiaztatzeko tresna",2008
https://wikibase.inguma.eus/entity/Q5387,Kristina Encinar San Martin,female,,Lapurdiko Aturriko euskara: Bardozeko  bokalaz,2008
https://wikibase.inguma.eus/entity/Q5397,Javier Navarro Los Arcos,male,,Fisika eta metafisika. Denaren zergatiaren bila Metafisikaren historia zientifikoa,2008
https://wikibase.inguma.eus/entity/Q5407,Mikel Ulazia Etxabe,male,,Microsoft vs. Europako Batzordea (merkatuko lehia babesten duen Zuzenbidea dela eta),2008
https://wikibase.inguma.eus/entity/Q5468,Rita Martinez de Morentin Rebole,female,,Gaixotasun infekziosoen kostu ospitalarioa eta bere populazio-kasuistika Euskal Autonomia Erkidegoan 2007. urtean,2008
https://wikibase.inguma.eus/entity/Q5469,Raquel Ruiz de la Torre,female,,Gaixotasun infekziosoen kostu ospitalarioa eta bere populazio-kasuistika Euskal Autonomia Erkidegoan 2007. urtean,2008
https://wikibase.inguma.eus/entity/Q5470,Jaione Pinto Urizar,female,,Gaixotasun infekziosoen kostu ospitalarioa eta bere populazio-kasuistika Euskal Autonomia Erkidegoan 2007. urtean,2008
https://wikibase.inguma.eus/entity/Q5471,Itziar Gabiña Santamaria,female,,Gaixotasun infekziosoen kostu ospitalarioa eta bere populazio-kasuistika Euskal Autonomia Erkidegoan 2007. urtean,2008
https://wikibase.inguma.eus/entity/Q5473,Iñaki de Pablos Vaca,male,,Gaixotasun infekziosoen kostu ospitalarioa eta bere populazio-kasuistika Euskal Autonomia Erkidegoan 2007. urtean,2008
https://wikibase.inguma.eus/entity/Q5474,Ana Carrero Devesa,female,,"Staphylococcus aureus meticilin erresistentea, etsaia da?",2008
https://wikibase.inguma.eus/entity/Q5481,Eneko Zeziaga Elexpuru,male,,Artikulazioetako minaren arrazoi arraroa: whippple gaixotasuna,2008
https://wikibase.inguma.eus/entity/Q5482,Jose Felix Capellan Perez,male,,Artikulazioetako minaren arrazoi arraroa: whippple gaixotasuna,2008
https://wikibase.inguma.eus/entity/Q5483,Juan Calvo Maeztu,male,,Artikulazioetako minaren arrazoi arraroa: whippple gaixotasuna,2008
https://wikibase.inguma.eus/entity/Q5484,Jose Maria Senosiain Gaskue,male,,Artikulazioetako minaren arrazoi arraroa: whippple gaixotasuna,2008
https://wikibase.inguma.eus/entity/Q5486,Giovanna Ruiz Hernandez,female,,Leptospirosia,2008
https://wikibase.inguma.eus/entity/Q5487,Josune Marin Villegas,female,,Leptospirosia,2008
https://wikibase.inguma.eus/entity/Q5488,Julia Carranza Urones,female,,Leptospirosia,2008
